query	afdb	neighborhood_name	prediction	VFID	vf_category	VF_subcategory_high	gff	ANI_organism	genus	VF subcategory_low	pident	alntmscore	lddt	qcov
VFG038429(gb|WP_016352167)	AF-A2T192-F1-model_v4	WP_005314158.1!!!GCF_000315855.2_ASM31585v2!!!NZ_AMQG02000015.1!!!173819-202622	Adherence	VF0475	Adherence	Fimbrial adhesin	GCF_000315855.2	Aeromonas salmonicida	Aeromonas	 Type IVa pili (T4aP)	62.8	0.9245	0.8775	1.0
VFG038429(gb|WP_016352167)	AF-A0A327QH77-F1-model_v4	WP_111588929.1!!!GCF_039654265.1_ASM3965426v1!!!NZ_JBCIYZ010000017.1!!!323434-353403	Adherence	VF0475	Adherence	Fimbrial adhesin	GCF_039654265.1	Aeromonas salmonicida	Aeromonas	 Type IVa pili (T4aP)	64.3	0.9379	0.8899	1.0
VFG038429(gb|WP_016352167)	AF-A0A1Q8F2W0-F1-model_v4	WP_320606780.1!!!GCF_001446795.1_ASM144679v1!!!NZ_LKKD01000046.1!!!131902-159459	Adherence	VF0475	Adherence	Fimbrial adhesin	GCF_001446795.1	Aeromonas veronii	Aeromonas	 Type IVa pili (T4aP)	62.3	0.941	0.897	1.0
VFG038429(gb|WP_016352167)	AF-K1J908-F1-model_v4	WP_005305643.1!!!GCF_003723975.1_ASM372397v1!!!NZ_RJCW01000030.1!!!16979-45257	Adherence	VF0475	Adherence	Fimbrial adhesin	GCF_003723975.1	Aeromonas dhakensis	Aeromonas	 Type IVa pili (T4aP)	61.0	0.9276	0.8755	1.0
VFG038429(gb|WP_016352167)	AF-A0A3S0X128-F1-model_v4	WP_127033511.1!!!GCF_003989745.1_ASM398974v1!!!NZ_RZGS01000042.1!!!3235-19138	Adherence	VF0475	Adherence	Fimbrial adhesin	GCF_003989745.1	Legionella norrlandica	Legionella	 Type IVa pili (T4aP)	48.5	0.9043	0.7594	0.943
VFG001207(gb|NP_253241)	AF-A6VBT8-F1-model_v4	WP_033999345.1!!!GCF_043613015.1_ASM4361301v1!!!NZ_JBGRIT010000014.1!!!19303-47428	Adherence	VF0082	Adherence	Fimbrial adhesin	GCF_043613015.1	Pseudomonas paraeruginosa	Pseudomonas	 Type IVa pili (T4aP)	89.1	0.9223	0.9571	1.0
VFG001207(gb|NP_253241)	AF-Q7WZP2-F1-model_v4	WP_003116261.1!!!GCF_900707665.1_CAT04-016!!!NZ_CAADMI010000185.1!!!1-13906	Adherence	VF0082	Adherence	Fimbrial adhesin	GCF_900707665.1	Pseudomonas aeruginosa	Pseudomonas	 Type IVa pili (T4aP)	57.9	0.9769	0.9245	0.946
VFG001207(gb|NP_253241)	AF-A0A3R8U6J6-F1-model_v4	WP_125856315.1!!!GCF_003936125.1_ASM393612v1!!!NZ_RHRO01000006.1!!!120165-147735	Adherence	VF0082	Adherence	Fimbrial adhesin	GCF_003936125.1	Stutzerimonas stutzeri	Stutzerimonas	 Type IVa pili (T4aP)	51.0	0.9454	0.9004	1.0
VFG001207(gb|NP_253241)	AF-A0A2N8T3F6-F1-model_v4	WP_312441619.1!!!GCF_032014005.1_ASM3201400v1!!!NZ_DALZTY010000003.1!!!84011-111597	Adherence	VF0082	Adherence	Fimbrial adhesin	GCF_032014005.1	Stutzerimonas kunmingensis	Stutzerimonas	 Type IVa pili (T4aP)	44.8	0.9225	0.8514	0.984
VFG001207(gb|NP_253241)	AF-A0A078M111-F1-model_v4	WP_037025888.1!!!GCF_015159875.1_ASM1515987v1!!!NZ_JADDOO010000006.1!!!130881-160305	Adherence	VF0082	Adherence	Fimbrial adhesin	GCF_015159875.1	Pseudomonas saudiphocaensis	Pseudomonas	 Type IVa pili (T4aP)	46.9	0.9032	0.8337	0.984
VFG001207(gb|NP_253241)	AF-A0A5C8YDR7-F1-model_v4	WP_264146050.1!!!GCF_025837155.1_ASM2583715v1!!!NZ_CP107549.1!!!3442250-3471663	Adherence	VF0082	Adherence	Fimbrial adhesin	GCF_025837155.1	Ectopseudomonas mendocina	Ectopseudomonas	 Type IVa pili (T4aP)	49.7	0.9028	0.818	0.946
VFG001207(gb|NP_253241)	AF-A0A0C2NN74-F1-model_v4	WP_041103849.1!!!GCF_018340015.1_ASM1834001v1!!!NZ_RAXS01000002.1!!!122271-149369	Adherence	VF0082	Adherence	Fimbrial adhesin	GCF_018340015.1	Stutzerimonas balearica	Stutzerimonas	 Type IVa pili (T4aP)	46.6	0.9027	0.8215	0.935
VFG001207(gb|NP_253241)	AF-A0A1G6WPL2-F1-model_v4	WP_095460638.1!!!GCF_017168055.1_ASM1716805v1!!!NZ_LFMB01000119.1!!!10906-40157	Adherence	VF0082	Adherence	Fimbrial adhesin	GCF_017168055.1	Ectopseudomonas oleovorans	Ectopseudomonas	 Type IVa pili (T4aP)	45.1	0.9	0.8088	0.935
VFG033545(gb|WP_001037821)	AF-A0A737LJ38-F1-model_v4	WP_000034930.1!!!GCF_002034565.1_ASM203456v1!!!NZ_MXLI01000013.1!!!125827-145927	Type III secretion system (T3SS)	VF0172	Type III secretion system (T3SS)	Type III secretion system (T3SS)	GCF_002034565.1	Salmonella enterica	Salmonella	 T3SS components	78.3	0.9288	0.9444	1.0
VFG000884(gb|WP_000654937)	AF-A0A8A5HIF8-F1-model_v4	WP_000739800.1!!!GCF_002133675.1_ASM213367v1!!!NZ_NENN01000123.1!!!86-7210	Adherence	VF0220	Adherence	Fimbrial adhesin	GCF_002133675.1	Escherichia coli	Escherichia	 Adhesive pili of the chaperone-usher family	71.0	0.9795	0.9577	1.0
VFG000884(gb|WP_000654937)	AF-A0A2X7IEN3-F1-model_v4	WP_001505296.1!!!GCF_000700165.1_ASM70016v1!!!NZ_JNNA01000073.1!!!31-11298	Adherence	VF0220	Adherence	Fimbrial adhesin	GCF_000700165.1	Escherichia coli	Escherichia	 Adhesive pili of the chaperone-usher family	67.9	0.9815	0.966	0.999
VFG000884(gb|WP_000654937)	AF-A0A3E2B8M8-F1-model_v4	WP_272667210.1!!!GCF_028480775.1_ASM2848077v1!!!NZ_JAMPOX010000058.1!!!535-12187	Adherence	VF0220	Adherence	Fimbrial adhesin	GCF_028480775.1	Providencia huashanensis	Providencia	 Adhesive pili of the chaperone-usher family	41.7	0.9392	0.9087	1.0
VFG000884(gb|WP_000654937)	AF-A0A622Y515-F1-model_v4	WP_071527101.1!!!GCF_002031935.1_ASM203193v1!!!NZ_MXIE01000051.1!!!148-19113	Adherence	VF0220	Adherence	Fimbrial adhesin	GCF_002031935.1	Salmonella enterica	Salmonella	 Adhesive pili of the chaperone-usher family	43.2	0.9356	0.8937	1.0
VFG000884(gb|WP_000654937)	AF-A0A3L4JPX8-F1-model_v4	WP_001112844.1!!!GCF_008122355.1_ASM812235v1!!!NZ_VIFO01000003.1!!!542910-571440	Adherence	VF0220	Adherence	Fimbrial adhesin	GCF_008122355.1	Escherichia coli	Escherichia	 Adhesive pili of the chaperone-usher family	43.3	0.9296	0.8836	0.999
VFG000884(gb|WP_000654937)	AF-A0A5T4NJF5-F1-model_v4	WP_023238171.1!!!GCF_001480555.1_Salmonella_enterica_CVM_N40408-SQ_v1.0!!!NZ_JYYP01000023.1!!!45137-75970	Adherence	VF0220	Adherence	Fimbrial adhesin	GCF_001480555.1	Salmonella enterica	Salmonella	 Adhesive pili of the chaperone-usher family	41.4	0.9309	0.8909	1.0
VFG000884(gb|WP_000654937)	AF-A0A2I8S385-F1-model_v4	WP_003838884.1!!!GCF_000582615.1_Citrobacter_assembly!!!NZ_JATT01000056.1!!!180-28102	Adherence	VF0220	Adherence	Fimbrial adhesin	GCF_000582615.1	Citrobacter freundii	Citrobacter	 Adhesive pili of the chaperone-usher family	43.6	0.9245	0.8653	0.992
VFG000884(gb|WP_000654937)	AF-A0A7U4Y419-F1-model_v4	WP_409066428.1!!!GCF_046116885.1_ASM4611688v1!!!NZ_JBJUWD010000006.1!!!88105-119726	Adherence	VF0220	Adherence	Fimbrial adhesin	GCF_046116885.1	Aeromonas dhakensis	Aeromonas	 Adhesive pili of the chaperone-usher family	38.7	0.9185	0.8415	0.987
VFG000884(gb|WP_000654937)	AF-A0A0T9N109-F1-model_v4	WP_241971668.1!!!GCF_000168035.1_ASM16803v1!!!NZ_AALF02000013.1!!!1-17381	non_vf	VF0220	Adherence	Fimbrial adhesin	GCF_000168035.1	Yersinia intermedia	Yersinia	 Adhesive pili of the chaperone-usher family	38.1	0.9336	0.8523	0.99
VFG000884(gb|WP_000654937)	AF-A7ZJ98-F1-model_v4	WP_167554013.1!!!GCF_004523585.1_ASM452358v1!!!NZ_SONE01000028.1!!!472-27063	Adherence	VF0220	Adherence	Fimbrial adhesin	GCF_004523585.1	Escherichia coli	Escherichia	 Adhesive pili of the chaperone-usher family	35.3	0.9103	0.8683	0.995
VFG000884(gb|WP_000654937)	AF-A0A7T8P5S9-F1-model_v4	WP_077265753.1!!!GCF_902166185.1_26009_2_38!!!NZ_CABHJO010000014.1!!!130897-149262	Adherence	VF0220	Adherence	Fimbrial adhesin	GCF_902166185.1	Klebsiella grimontii	Klebsiella	 Adhesive pili of the chaperone-usher family	35.5	0.9216	0.8273	1.0
VFG000884(gb|WP_000654937)	AF-A0A5R8RBI4-F1-model_v4	WP_001060691.1!!!GCF_014042265.1_ASM1404226v1!!!NZ_JACFYB010000001.1!!!82499-114192	Adherence	VF0220	Adherence	Fimbrial adhesin	GCF_014042265.1	Escherichia coli	Escherichia	 Adhesive pili of the chaperone-usher family	36.2	0.9176	0.819	1.0
VFG000884(gb|WP_000654937)	AF-A0A6P2G6J7-F1-model_v4	WP_124825979.1!!!GCF_003858015.1_ASM385801v1!!!NZ_QTPX01000004.1!!!152510-180295	Adherence	VF0220	Adherence	Fimbrial adhesin	GCF_003858015.1	Burkholderia anthina	Burkholderia	 Adhesive pili of the chaperone-usher family	35.8	0.9098	0.8463	0.969
VFG000202(gb|NP_250398)	AF-A0A5B2V5B6-F1-model_v4	WP_100846967.1!!!GCF_003031005.1_ASM303100v1!!!NZ_PKLC01000023.1!!!427164-438264	Type III secretion system (T3SS)	VF0083	Type III secretion system (T3SS)	Type III secretion system (T3SS)	GCF_003031005.1	Pseudomonas baetica	Pseudomonas	 Type III secretion system (T3SS)	78.7	0.9948	0.9812	0.958
VFG000202(gb|NP_250398)	AF-A0A2C8F1G1-F1-model_v4	WP_047296042.1!!!GCF_001042985.1_G8686!!!NZ_JYKY01000004.1!!!115011-126334	Type III secretion system (T3SS)	VF0083	Type III secretion system (T3SS)	Type III secretion system (T3SS)	GCF_001042985.1	Pseudomonas weihenstephanensis	Pseudomonas	 Type III secretion system (T3SS)	74.2	0.9647	0.9643	1.0
VFG000202(gb|NP_250398)	AF-T0PDQ5-F1-model_v4	WP_265378811.1!!!GCF_026153155.1_ASM2615315v1!!!NZ_JAPFCD010000011.1!!!109705-128383	Type III secretion system (T3SS)	VF0083	Type III secretion system (T3SS)	Type III secretion system (T3SS)	GCF_026153155.1	Photorhabdus luminescens	Photorhabdus	 Type III secretion system (T3SS)	70.6	0.9714	0.9597	0.958
VFG000202(gb|NP_250398)	AF-A0A7D5TIW5-F1-model_v4	WP_350235987.1!!!GCF_040253575.1_ASM4025357v1!!!NZ_JBELAX010000011.1!!!406706-396326	Type III secretion system (T3SS)	VF0083	Type III secretion system (T3SS)	Type III secretion system (T3SS)	GCF_040253575.1	Aeromonas veronii	Aeromonas	 Type III secretion system (T3SS)	68.7	0.9863	0.9749	0.958
VFG000202(gb|NP_250398)	AF-A0A3S5END7-F1-model_v4	WP_029302796.1!!!GCF_035206145.1_ASM3520614v1!!!NZ_JAPEGV010000001.1!!!74901-86602	Type III secretion system (T3SS)	VF0083	Type III secretion system (T3SS)	Type III secretion system (T3SS)	GCF_035206145.1	Aeromonas hydrophila	Aeromonas	 Type III secretion system (T3SS)	68.0	0.9797	0.9478	0.976
VFG000202(gb|NP_250398)	AF-A0A8B3J016-F1-model_v4	WP_042066742.1!!!GCF_000820325.1_PRJEB7049!!!NZ_CDDC01000083.1!!!33612-45110	Type III secretion system (T3SS)	VF0083	Type III secretion system (T3SS)	Type III secretion system (T3SS)	GCF_000820325.1	Aeromonas hydrophila	Aeromonas	 Type III secretion system (T3SS)	68.7	0.9909	0.9624	0.94
VFG000202(gb|NP_250398)	AF-Q6TLM1-F1-model_v4	WP_039213252.1!!!GCF_000803185.1_ASM80318v1!!!NZ_JSXE01000008.1!!!21848-33329	Type III secretion system (T3SS)	VF0083	Type III secretion system (T3SS)	Type III secretion system (T3SS)	GCF_000803185.1	Aeromonas hydrophila	Aeromonas	 Type III secretion system (T3SS)	64.0	0.9595	0.9671	1.0
VFG000202(gb|NP_250398)	AF-S2JWS0-F1-model_v4	WP_016394476.1!!!GCF_965136905.1_CIP106493T!!!NZ_CBCRYW010000019.1!!!33665-60201	Type III secretion system (T3SS)	VF0083	Type III secretion system (T3SS)	Type III secretion system (T3SS)	GCF_965136905.1	Pseudomonas plecoglossicida	Pseudomonas	 Type III secretion system (T3SS)	60.1	0.9928	0.9664	0.916
VFG000202(gb|NP_250398)	AF-A0A2W7L786-F1-model_v4	WP_094011329.1!!!GCF_036324165.1_ASM3632416v1!!!NZ_JAZDQQ010000004.1!!!239134-252934	Type III secretion system (T3SS)	VF0083	Type III secretion system (T3SS)	Type III secretion system (T3SS)	GCF_036324165.1	Pseudomonas soli	Pseudomonas	 Type III secretion system (T3SS)	47.4	0.9683	0.9212	0.934
VFG000202(gb|NP_250398)	AF-A0A7W2JVP3-F1-model_v4	WP_203652014.1!!!GCF_021462485.1_ASM2146248v1!!!NZ_JAKEDX010000048.1!!!21-26094	Type III secretion system (T3SS)	VF0083	Type III secretion system (T3SS)	Type III secretion system (T3SS)	GCF_021462485.1	Pseudomonas peradeniyensis	Pseudomonas	 Type III secretion system (T3SS)	44.2	0.9154	0.8822	0.976
VFG000202(gb|NP_250398)	AF-A0A7U4SU10-F1-model_v4	WP_015601044.1!!!GCF_001546925.1_ASM154692v1!!!NZ_LNJS01000001.1!!!1788199-1802129	Type III secretion system (T3SS)	VF0083	Type III secretion system (T3SS)	Type III secretion system (T3SS)	GCF_001546925.1	Burkholderia humptydooensis	Burkholderia	 Type III secretion system (T3SS)	27.5	0.922	0.8841	0.94
VFG000202(gb|NP_250398)	AF-A0A7Z6R316-F1-model_v4	WP_019840876.1!!!GCF_021608665.1_ASM2160866v1!!!NZ_JAIEXX010000008.1!!!14255-25280	Type III secretion system (T3SS)	VF0083	Type III secretion system (T3SS)	Type III secretion system (T3SS)	GCF_021608665.1	Aeromonas veronii	Aeromonas	 Type III secretion system (T3SS)	26.9	0.9669	0.8963	0.91
VFG000202(gb|NP_250398)	AF-A0A2N8BAX0-F1-model_v4	WP_087091807.1!!!GCF_002883415.1_GW456-L12!!!NZ_POGG01000055.1!!!1-18726	Type III secretion system (T3SS)	VF0083	Type III secretion system (T3SS)	Type III secretion system (T3SS)	GCF_002883415.1	Pseudomonas chlororaphis	Pseudomonas	 Type III secretion system (T3SS)	28.1	0.9133	0.888	0.952
VFG000202(gb|NP_250398)	AF-A0A481Q7X6-F1-model_v4	WP_145555851.1!!!GCF_902170705.1_IP38017!!!NZ_CABHYP010000093.1!!!540-25272	Type III secretion system (T3SS)	VF0083	Type III secretion system (T3SS)	Type III secretion system (T3SS)	GCF_902170705.1	Yersinia canariae	Yersinia	 Type III secretion system (T3SS)	26.9	0.926	0.8723	0.934
VFG000202(gb|NP_250398)	AF-A0A132C7U1-F1-model_v4	WP_010121496.1!!!GCF_000170375.1_ASM17037v1!!!NZ_ABBG01000495.1!!!10720-23383	Type III secretion system (T3SS)	VF0083	Type III secretion system (T3SS)	Type III secretion system (T3SS)	GCF_000170375.1	Burkholderia oklahomensis	Burkholderia	 Type III secretion system (T3SS)	28.0	0.9131	0.8943	0.94
VFG000202(gb|NP_250398)	AF-A0A1B4SGI7-F1-model_v4	WP_060822798.1!!!GCF_001546915.1_ASM154691v1!!!NZ_LNJQ01000004.1!!!1269912-1284609	Type III secretion system (T3SS)	VF0083	Type III secretion system (T3SS)	Type III secretion system (T3SS)	GCF_001546915.1	Burkholderia savannae	Burkholderia	 Type III secretion system (T3SS)	27.5	0.9059	0.8908	0.958
VFG000202(gb|NP_250398)	AF-A0A0T9V1Z0-F1-model_v4	WP_004706926.1!!!GCF_000754805.1_YFB!!!NZ_KN150731.1!!!3252130-3265671	Type III secretion system (T3SS)	VF0083	Type III secretion system (T3SS)	Type III secretion system (T3SS)	GCF_000754805.1	Yersinia frederiksenii	Yersinia	 Type III secretion system (T3SS)	28.1	0.9352	0.8627	0.958
VFG000202(gb|NP_250398)	AF-A0A0U1HLE7-F1-model_v4	WP_046695542.1!!!GCF_000987925.1_ASM98792v1!!!NZ_CP011118.1!!!4312832-4300212	Type III secretion system (T3SS)	VF0083	Type III secretion system (T3SS)	Type III secretion system (T3SS)	GCF_000987925.1	Yersinia enterocolitica	Yersinia	 Type III secretion system (T3SS)	28.7	0.9214	0.8617	0.958
VFG000202(gb|NP_250398)	AF-A0A2A7T8R1-F1-model_v4	WP_004391762.1!!!GCF_011765215.1_ASM1176521v1!!!NZ_JAASAL010000003.1!!!14984-29444	Type III secretion system (T3SS)	VF0083	Type III secretion system (T3SS)	Type III secretion system (T3SS)	GCF_011765215.1	Yersinia kristensenii	Yersinia	 Type III secretion system (T3SS)	28.1	0.9339	0.8546	0.958
VFG000202(gb|NP_250398)	AF-A0A0E1NFS0-F1-model_v4	WP_005156694.1!!!GCF_001182165.1_4976_7_3!!!NZ_CWIS01000010.1!!!14454-28875	Type III secretion system (T3SS)	VF0083	Type III secretion system (T3SS)	Type III secretion system (T3SS)	GCF_001182165.1	Yersinia enterocolitica	Yersinia	 Type III secretion system (T3SS)	28.2	0.9149	0.8588	0.934
VFG000202(gb|NP_250398)	AF-A0A6B8N5S7-F1-model_v4	WP_206368832.1!!!GCF_017051735.1_ASM1705173v1!!!NZ_JAFHLB010000002.1!!!222649-236094	Type III secretion system (T3SS)	VF0083	Type III secretion system (T3SS)	Type III secretion system (T3SS)	GCF_017051735.1	Vibrio neptunius	Vibrio	 Type III secretion system (T3SS)	26.4	0.9208	0.868	0.916
VFG002460(gb|WP_004187509)	AF-A0A7U4USH8-F1-model_v4	WP_010109506.1!!!GCF_016103145.1_ASM1610314v1!!!NZ_JAEDZZ010000002.1!!!1862039-1891964	Type III secretion system (T3SS)	VF0428	Type III secretion system (T3SS)	Type III secretion system (T3SS)	GCF_016103145.1	Burkholderia oklahomensis	Burkholderia	 T3SS components	85.1	1.003	0.9832	1.0
VFG002460(gb|WP_004187509)	AF-A0A124K5A8-F1-model_v4	WP_059532871.1!!!GCF_902833165.1_ASM90283316v1!!!NZ_CADFEL010000056.1!!!2574-22228	Type III secretion system (T3SS)	VF0428	Type III secretion system (T3SS)	Type III secretion system (T3SS)	GCF_902833165.1	Burkholderia diffusa	Burkholderia	 T3SS components	51.8	0.9856	0.9316	1.0
VFG002460(gb|WP_004187509)	AF-A0A6H0K7F2-F1-model_v4	WP_221863442.1!!!GCF_019739695.1_ASM1973969v1!!!NZ_JAGKRV010000019.1!!!7071-34781	Type III secretion system (T3SS)	VF0428	Type III secretion system (T3SS)	Type III secretion system (T3SS)	GCF_019739695.1	Yersinia enterocolitica	Yersinia	 T3SS components	21.6	0.9337	0.828	0.985
VFG002460(gb|WP_004187509)	AF-X6Q9L2-F1-model_v4	WP_224051115.1!!!GCF_915401735.1_2019-04-28369-1-2!!!NZ_OU659121.1!!!31321-56767	Type III secretion system (T3SS)	VF0428	Type III secretion system (T3SS)	Type III secretion system (T3SS)	GCF_915401735.1	Providencia alcalifaciens	Providencia	 T3SS components	27.4	0.9348	0.8116	1.0
VFG002460(gb|WP_004187509)	AF-C7E4T1-F1-model_v4	WP_006122204.1!!!GCF_030370585.1_ASM3037058v1!!!NZ_JANUQV010000050.1!!!34625-49315	Type III secretion system (T3SS)	VF0428	Type III secretion system (T3SS)	Type III secretion system (T3SS)	GCF_030370585.1	Pantoea stewartii	Pantoea	 T3SS components	22.3	0.9127	0.8006	0.985
VFG002460(gb|WP_004187509)	AF-A0A481QF57-F1-model_v4	WP_221863442.1!!!GCF_019739695.1_ASM1973969v1!!!NZ_JAGKRV010000019.1!!!7071-34781	Type III secretion system (T3SS)	VF0428	Type III secretion system (T3SS)	Type III secretion system (T3SS)	GCF_019739695.1	Yersinia enterocolitica	Yersinia	 T3SS components	21.6	0.9258	0.8159	0.985
VFG002460(gb|WP_004187509)	AF-A0A7T8GD69-F1-model_v4	WP_036934467.1!!!GCF_015739905.1_ASM1573990v1!!!NZ_JADSTZ010000007.1!!!48659-76069	Type III secretion system (T3SS)	VF0428	Type III secretion system (T3SS)	Type III secretion system (T3SS)	GCF_015739905.1	Proteus vulgaris	Proteus	 T3SS components	22.3	0.9429	0.8212	0.978
VFG002460(gb|WP_004187509)	AF-A0A0M2KI92-F1-model_v4	WP_016191506.1!!!GCF_000404125.1_Version_1_Erwinia_tracheiphila_PSU-1!!!NZ_KE136311.1!!!389915-416029	Type III secretion system (T3SS)	VF0428	Type III secretion system (T3SS)	Type III secretion system (T3SS)	GCF_000404125.1	Erwinia tracheiphila	Erwinia	 T3SS components	26.8	0.9241	0.8139	0.985
VFG002460(gb|WP_004187509)	AF-A0A7G7WGB1-F1-model_v4	WP_161724088.1!!!GCF_031870635.1_ASM3187063v1!!!NZ_JAPGQK010000011.1!!!31439-58811	Type III secretion system (T3SS)	VF0428	Type III secretion system (T3SS)	Type III secretion system (T3SS)	GCF_031870635.1	Proteus penneri	Proteus	 T3SS components	22.6	0.9359	0.8194	1.0
VFG002460(gb|WP_004187509)	AF-A0A845TI43-F1-model_v4	WP_004245838.1!!!GCF_028610525.1_ASM2861052v1!!!NZ_JAQRBY010000005.1!!!302062-329060	Type III secretion system (T3SS)	VF0428	Type III secretion system (T3SS)	Type III secretion system (T3SS)	GCF_028610525.1	Proteus mirabilis	Proteus	 T3SS components	21.8	0.9329	0.8147	1.0
VFG002460(gb|WP_004187509)	AF-A0A3G8C4G0-F1-model_v4	WP_124403748.1!!!GCF_003852065.1_ASM385206v1!!!NZ_CP027729.1!!!2230739-2258072	Type III secretion system (T3SS)	VF0428	Type III secretion system (T3SS)	Type III secretion system (T3SS)	GCF_003852065.1	Pseudomonas orientalis	Pseudomonas	 T3SS components	28.1	0.9124	0.7847	1.0
VFG002460(gb|WP_004187509)	AF-D4HX39-F1-model_v4	WP_004155875.1!!!GCF_012367675.1_ASM1236767v1!!!NZ_JAAEWK010000120.1!!!135-20846	Type III secretion system (T3SS)	VF0428	Type III secretion system (T3SS)	Type III secretion system (T3SS)	GCF_012367675.1	Erwinia amylovora	Erwinia	 T3SS components	22.3	0.9033	0.8019	0.985
VFG002460(gb|WP_004187509)	AF-A0A1J0E1J9-F1-model_v4	WP_129467238.1!!!GCF_034661215.1_ASM3466121v1!!!NZ_JAXKQJ010000145.1!!!986-4044	Type III secretion system (T3SS)	VF0428	Type III secretion system (T3SS)	Type III secretion system (T3SS)	GCF_034661215.1	Providencia huashanensis	Providencia	 T3SS components	22.0	0.9341	0.8191	1.0
VFG002460(gb|WP_004187509)	AF-A0A014NAY8-F1-model_v4	WP_261641792.1!!!GCF_025388855.1_ASM2538885v1!!!NZ_VFII01000008.1!!!96666-125953	Type III secretion system (T3SS)	VF0428	Type III secretion system (T3SS)	Type III secretion system (T3SS)	GCF_025388855.1	Erwinia mallotivora	Erwinia	 T3SS components	20.1	0.9105	0.8008	0.985
VFG002460(gb|WP_004187509)	AF-Q7NUR8-F1-model_v4	WP_081572190.1!!!GCF_002081775.1_ASM208177v1!!!NZ_MUKS01000003.1!!!313122-341613	Type III secretion system (T3SS)	VF0428	Type III secretion system (T3SS)	Type III secretion system (T3SS)	GCF_002081775.1	Chromobacterium violaceum	Chromobacterium	 T3SS components	28.0	0.915	0.7752	0.978
VFG002460(gb|WP_004187509)	AF-A0A2R2J1C2-F1-model_v4	WP_043572066.1!!!GCF_019446955.1_ASM1944695v1!!!NZ_JAHCDJ010000003.1!!!226127-255259	Type III secretion system (T3SS)	VF0428	Type III secretion system (T3SS)	Type III secretion system (T3SS)	GCF_019446955.1	Chromobacterium subtsugae	Chromobacterium	 T3SS components	33.3	0.922	0.7845	1.0
VFG002460(gb|WP_004187509)	AF-A0A1H2BSA1-F1-model_v4	WP_033045164.1!!!GCF_012647205.1_ASM1264720v1!!!NZ_CP051487.1!!!5059040-5088800	Type III secretion system (T3SS)	VF0428	Type III secretion system (T3SS)	Type III secretion system (T3SS)	GCF_012647205.1	Pseudomonas umsongensis	Pseudomonas	 T3SS components	27.4	0.9134	0.7903	1.0
VFG002460(gb|WP_004187509)	AF-A0A7T5UAY1-F1-model_v4	WP_039481712.1!!!GCF_037135935.1_ASM3713593v1!!!NZ_JBBBPA010000030.1!!!21341-48273	Type III secretion system (T3SS)	VF0428	Type III secretion system (T3SS)	Type III secretion system (T3SS)	GCF_037135935.1	Pectobacterium parvum	Pectobacterium	 T3SS components	22.3	0.904	0.7968	0.985
VFG002460(gb|WP_004187509)	AF-A0A344UDN9-F1-model_v4	WP_114063057.1!!!GCF_039938375.1_ASM3993837v1!!!NZ_JBDXMJ010000001.1!!!4177156-4203210	Type III secretion system (T3SS)	VF0428	Type III secretion system (T3SS)	Type III secretion system (T3SS)	GCF_039938375.1	Chromobacterium phragmitis	Chromobacterium	 T3SS components	28.8	0.917	0.7895	1.0
VFG002460(gb|WP_004187509)	AF-A0A1V3S7B7-F1-model_v4	WP_186705293.1!!!GCF_014268745.2_ASM1426874v2!!!NZ_JABWRB020000001.1!!!876738-905626	Type III secretion system (T3SS)	VF0428	Type III secretion system (T3SS)	Type III secretion system (T3SS)	GCF_014268745.2	Pseudomonas thivervalensis	Pseudomonas	 T3SS components	27.8	0.9173	0.7946	0.985
VFG002460(gb|WP_004187509)	AF-D4I1P0-F1-model_v4	WP_004157278.1!!!GCF_023184035.1_ASM2318403v1!!!NZ_JAJTLZ010000001.1!!!703310-731776	Type III secretion system (T3SS)	VF0428	Type III secretion system (T3SS)	Type III secretion system (T3SS)	GCF_023184035.1	Erwinia amylovora	Erwinia	 T3SS components	23.1	0.9021	0.7862	0.985
VFG002460(gb|WP_004187509)	AF-A0A7D4P1S2-F1-model_v4	WP_050142679.1!!!GCF_963900535.1_ena-yuan-GCF_902170745.1!!!NZ_CAWREF010000004.1!!!52946-41119	Type III secretion system (T3SS)	VF0428	Type III secretion system (T3SS)	Type III secretion system (T3SS)	GCF_963900535.1	Yersinia mollaretii	Yersinia	 T3SS components	21.3	0.9049	0.7739	0.97
